"0000010101 - מס הכנסה","","","11","11","","11",""," "," "," "," "," "," "
"00000101 - מס הכנסה","","","11","11","","11",""," "," "," "," "," "," "
"0000010201 - מס הכנסה שכירים","37350000","37350000","53870872","16520872","144.200078125","16520872","144.200078125"," "," "," "," "," "," "
"00000102 - מס הכנסה שכירים","37350000","37350000","53870872","16520872","144.200078125","16520872","144.200078125"," "," "," "," "," "," "
"0000010301 - מס הכנסה חברות","18500000","18500000","16510681","-1989319","89.200078125","-1989319","89.200078125"," "," "," "," "," "," "
"0000010302 - מס הכנסה עצמאים","10300000","10300000","","-10300000","0","-10300000","0"," "," "," "," "," "," "
"0000010303 - מס הכנסה מנהלי חברות","10100000","10100000","","-10100000","0","-10100000","0"," "," "," "," "," "," "
"00000103 - מס הכנסה סקטור עסקי","38900000","38900000","16510681","-22389319","42.4000390625","-22389319","42.4000390625"," "," "," "," "," "," "
"000001 - מס הכנסה","76250000","76250000","70381565","-5868435","92.300078125","-5868435","92.300078125"," "," "," "," "," "," "
"0000020201 - מע""מ על מלכרים","6000000","6000000","5469841","-530159","91.200078125","-530159","91.200078125"," "," "," "," "," "," "
"00000202 - מע""מ על מלכרים","6000000","6000000","5469841","-530159","91.200078125","-530159","91.200078125"," "," "," "," "," "," "
"0000020301 - מע""מ על פיננסים","1700000","1700000","","-1700000","0","-1700000","0"," "," "," "," "," "," "
"00000203 - מע""מ על פיננסים","1700000","1700000","","-1700000","0","-1700000","0"," "," "," "," "," "," "
"000002 - מיסים על הוצאות שכר","7700000","7700000","5469841","-2230159","71","-2230159","71"," "," "," "," "," "," "
"0000030101 - מס שבח","1000000","1000000","958848","-41152","95.900078125","-41152","95.900078125"," "," "," "," "," "," "
"00000301 - מס שבח","1000000","1000000","958848","-41152","95.900078125","-41152","95.900078125"," "," "," "," "," "," "
"000003 - מס שבח","1000000","1000000","958848","-41152","95.900078125","-41152","95.900078125"," "," "," "," "," "," "
"0000040101 - מס רכישה","1600000","1600000","1653216","53216","103.300078125","53216","103.300078125"," "," "," "," "," "," "
"00000401 - מס רכישה","1600000","1600000","1653216","53216","103.300078125","53216","103.300078125"," "," "," "," "," "," "
"000004 - מס רכישה","1600000","1600000","1653216","53216","103.300078125","53216","103.300078125"," "," "," "," "," "," "
"0000050101 - מס רכוש","150000","150000","177714","27714","118.5","27714","118.5"," "," "," "," "," "," "
"00000501 - מס רכוש","150000","150000","177714","27714","118.5","27714","118.5"," "," "," "," "," "," "
"000005 - מס רכוש","150000","150000","177714","27714","118.5","27714","118.5"," "," "," "," "," "," "
"0000070101 - מס מעסיקים","1750000","1750000","1284412","-465588","73.4000390625","-465588","73.4000390625"," "," "," "," "," "," "
"00000701 - מס מעסיקים","1750000","1750000","1284412","-465588","73.4000390625","-465588","73.4000390625"," "," "," "," "," "," "
"000007 - מס מעסיקים","1750000","1750000","1284412","-465588","73.4000390625","-465588","73.4000390625"," "," "," "," "," "," "
"0000110101 - מכס והיטל על היבוא","1400000","1400000","1402117","2117","100.200078125","2117","100.200078125"," "," "," "," "," "," "
"00001101 - מכס והיטל על היבוא","1400000","1400000","1402117","2117","100.200078125","2117","100.200078125"," "," "," "," "," "," "
"000011 - מכס והיטל על היבוא","1400000","1400000","1402117","2117","100.200078125","2117","100.200078125"," "," "," "," "," "," "
"0000130201 - מס קניה מוצרי יבוא","9200000","9200000","8868691","-331309","96.400078125","-331309","96.400078125"," "," "," "," "," "," "
"00001302 - מס קניה מוצרי יבוא","9200000","9200000","8868691","-331309","96.400078125","-331309","96.400078125"," "," "," "," "," "," "
"0000130301 - מס קניה מקומי","400000","400000","403913","3913","101","3913","101"," "," "," "," "," "," "
"00001303 - מס קניה מקומי","400000","400000","403913","3913","101","3913","101"," "," "," "," "," "," "
"000013 - מס קניה","9600000","9600000","9272604","-327396","96.600078125","-327396","96.600078125"," "," "," "," "," "," "
