"0000010000 - מס הכנסה","29960000","29960000","","-29960000","0","-29960000","0"," "," "," "," "," "," "
"00000100 - מס הכנסה","29960000","29960000","","-29960000","0","-29960000","0"," "," "," "," "," "," "
"000001 - מס הכנסה","29960000","29960000","","-29960000","0","-29960000","0"," "," "," "," "," "," "
"0000020000 - מס ערך מוסף על מלכרים","3100000","3100000","2635333","-464667","85","-464667","85"," "," "," "," "," "," "
"00000200 - מס ערך מוסף על מלכרים","3100000","3100000","2635333","-464667","85","-464667","85"," "," "," "," "," "," "
"000002 - מס ערך מוסף על מלכרים","3100000","3100000","2635333","-464667","85","-464667","85"," "," "," "," "," "," "
"0000030000 - מס שבח","640000","640000","1170650","530650","182.90015625","530650","182.90015625"," "," "," "," "," "," "
"00000300 - מס שבח","640000","640000","1170650","530650","182.90015625","530650","182.90015625"," "," "," "," "," "," "
"000003 - מס שבח","640000","640000","1170650","530650","182.90015625","530650","182.90015625"," "," "," "," "," "," "
"0000040000 - מס רכישה","1050000","1050000","1512545","462545","144.100078125","462545","144.100078125"," "," "," "," "," "," "
"00000400 - מס רכישה","1050000","1050000","1512545","462545","144.100078125","462545","144.100078125"," "," "," "," "," "," "
"000004 - מס רכישה","1050000","1050000","1512545","462545","144.100078125","462545","144.100078125"," "," "," "," "," "," "
"0000050000 - מס רכוש","590000","590000","713413","123413","120.900078125","123413","120.900078125"," "," "," "," "," "," "
"00000500 - מס רכוש","590000","590000","713413","123413","120.900078125","123413","120.900078125"," "," "," "," "," "," "
"000005 - מס רכוש","590000","590000","713413","123413","120.900078125","123413","120.900078125"," "," "," "," "," "," "
"0000070000 - מס מעסיקים","700000","700000","696645","-3355","99.5","-3355","99.5"," "," "," "," "," "," "
"00000700 - מס מעסיקים","700000","700000","696645","-3355","99.5","-3355","99.5"," "," "," "," "," "," "
"000007 - מס מעסיקים","700000","700000","696645","-3355","99.5","-3355","99.5"," "," "," "," "," "," "
"0000110000 - מכס והיטל על היבוא","970000","970000","844786","-125214","87.100078125","-125214","87.100078125"," "," "," "," "," "," "
"00001100 - מכס והיטל על היבוא","970000","970000","844786","-125214","87.100078125","-125214","87.100078125"," "," "," "," "," "," "
"000011 - מכס והיטל על היבוא","970000","970000","844786","-125214","87.100078125","-125214","87.100078125"," "," "," "," "," "," "
"0000120000 - מע""מ עם מע""מ יבוא בטחון","21088000","21088000","20992426","-95574","99.5","-95574","99.5"," "," "," "," "," "," "
