"0000010201 - מס הכנסה שכירים","30860000","30860000","53053639","22193639","171.90015625","22193639","171.90015625"," "," "," "," "," "," "
"00000102 - מס הכנסה שכירים","30860000","30860000","53053639","22193639","171.90015625","22193639","171.90015625"," "," "," "," "," "," "
"0000010301 - מס הכנסה חברות","14000000","14000000","22535668","8535668","161","8535668","161"," "," "," "," "," "," "
"0000010302 - מס הכנסה עצמאים","9050000","9050000","0","-9050000","0","-9050000","0"," "," "," "," "," "," "
"0000010303 - מס הכנסה מנהלי חברות","7870000","7870000","","-7870000","0","-7870000","0"," "," "," "," "," "," "
"00000103 - מס הכנסה סקטור עסקי","30920000","30920000","22535668","-8384332","72.9000390625","-8384332","72.9000390625"," "," "," "," "," "," "
"000001 - מס הכנסה","61780000","61780000","75589307","13809307","122.400078125","13809307","122.400078125"," "," "," "," "," "," "
"0000020201 - מע""מ על מלכרים","5400000","5400000","4191575","-1208425","77.6000390625","-1208425","77.6000390625"," "," "," "," "," "," "
"00000202 - מע""מ על מלכרים","5400000","5400000","4191575","-1208425","77.6000390625","-1208425","77.6000390625"," "," "," "," "," "," "
"0000020301 - מע""מ על פיננסים","1190000","1190000","","-1190000","0","-1190000","0"," "," "," "," "," "," "
"00000203 - מע""מ על פיננסים","1190000","1190000","","-1190000","0","-1190000","0"," "," "," "," "," "," "
"000002 - מיסים על הוצאות שכר","6590000","6590000","4191575","-2398425","63.6000390625","-2398425","63.6000390625"," "," "," "," "," "," "
"0000030101 - מס שבח","1240000","1240000","1333737","93737","107.600078125","93737","107.600078125"," "," "," "," "," "," "
"00000301 - מס שבח","1240000","1240000","1333737","93737","107.600078125","93737","107.600078125"," "," "," "," "," "," "
"000003 - מס שבח","1240000","1240000","1333737","93737","107.600078125","93737","107.600078125"," "," "," "," "," "," "
"0000040101 - מס רכישה","2130000","2130000","2002531","-127469","94","-127469","94"," "," "," "," "," "," "
"00000401 - מס רכישה","2130000","2130000","2002531","-127469","94","-127469","94"," "," "," "," "," "," "
"000004 - מס רכישה","2130000","2130000","2002531","-127469","94","-127469","94"," "," "," "," "," "," "
"0000050101 - מס רכוש","370000","370000","499891","129891","135.100078125","129891","135.100078125"," "," "," "," "," "," "
"00000501 - מס רכוש","370000","370000","499891","129891","135.100078125","129891","135.100078125"," "," "," "," "," "," "
"000005 - מס רכוש","370000","370000","499891","129891","135.100078125","129891","135.100078125"," "," "," "," "," "," "
"0000070101 - מס מעסיקים","1240000","1240000","1271273","31273","102.5","31273","102.5"," "," "," "," "," "," "
"00000701 - מס מעסיקים","1240000","1240000","1271273","31273","102.5","31273","102.5"," "," "," "," "," "," "
"000007 - מס מעסיקים","1240000","1240000","1271273","31273","102.5","31273","102.5"," "," "," "," "," "," "
"0000090101 - מיסי הכנסה-העמקת הגביה","380000","380000","","-380000","0","-380000","0"," "," "," "," "," "," "
"00000901 - מיסי הכנסה-העמקת הגביה","380000","380000","","-380000","0","-380000","0"," "," "," "," "," "," "
"000009 - מיסי הכנסה-העמקת הגביה","380000","380000","","-380000","0","-380000","0"," "," "," "," "," "," "
"0000110101 - מכס והיטל על היבוא","9790000","9790000","1420794","-8369206","14.5","-8369206","14.5"," "," "," "," "," "," "
