שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים",לינק לסעיף,לינק לסעיף אב משנה קודמת,הערות מועתקות
1999,C0013012001,בדיקות רפואיות,3504,,link,link,
1999,C0013012004,מועדון גמלאים ניסוי,246,,link,link,
1999,C0020220467,פרויקטים לבדיקת מפרטים,106,,link,link,
1999,C0020231049,קידום ותק (על יסודי),3875,,link,link,
1999,C0020240441,מענק ירושלים לחינוך,42951,,link,link,
1999,C0020240443,מענק ירושלים לתרבות,19685,,link,link,
1999,C0020240901,חינוך יהודי בתפוצות,59336,,link,link,
1999,C0020271143,מלגות ומענקים לתלמידים,6730,,link,link,
1999,C0020281955,סל תלמיד העולה,1799,,link,link,
1999,C0020282053,הון חוזר במשק החקלאי,6000,,link,link,
1999,C0020312040,רזרבה למכללה אזורית,5290,,link,link,
1999,C0020312041,"מכללת יו""ש - תמיכה",36404,,link,link,
1999,C0023011975,דמי שימוש - רווחה,369,,link,link,
1999,C0023103604,רזרבה לפנימיות,10000,,link,link,
1999,C0024042402,שיא כח אדם,1354,,link,link,
1999,C0024042602,שיא כח אדם,2305,,link,link,
1999,C0024042610,שעות נוספות 1050,342,,link,link,
1999,C0024042902,שיא כח אדם-אחיות 9,2476,,link,link,
1999,C0024042910,שעות נוספות 550,222,,link,link,
1999,C0024043402,שיא כח אדם-אחיות 18,3852,,link,link,
1999,C0024043410,שעות נוספות 1850,874,,link,link,
1999,C0024044002,שיא כח אדם-אחיות 16.5,3189,,link,link,
1999,C0024044010,שעות נוספות 1050,202,,link,link,
1999,C0024044202,שיא כוח אדם-אחיות 16,3775,,link,link,
1999,C0024044210,שעות נוספות 2650,507,,link,link,
1999,C0024101102,פרמיות ושכר עידוד,965,,link,link,
1999,C0024102102,פרמיות ושכר עידוד,2793,,link,link,
1999,C0024103402,פרמיות ושכר עידוד,1717,,link,link,
1999,C0024103491,החזר הוצאות רכב,1219,,link,link,
1999,C0024103602,פרמיות ושכר עידוד,1168,,link,link,
1999,C0024104612,"חודשי עבודה מנמ""ש 10",210,,link,link,
1999,C0024133602,פרמיות ושכר עידוד,1616,,link,link,
1999,C0024133607,תורנויות רופאים,1600,,link,link,
1999,C0024133608,כוננ' רופאים,5022,,link,link,
1999,C0024134307,תור' רופאים,547,,link,link,
1999,C0024134602,פרמיות ושכר עידוד,971,,link,link,
1999,C0024134608,כוננויות רופאים,1260,,link,link,
1999,C0024135608,כוננויות רופאים,520,,link,link,
1999,C0024136602,פרמיות ושכר עידוד,1093,,link,link,
1999,C0024136607,תורנויות רופאים,350,,link,link,
1999,C0024136608,כוננויות רופאים,3040,,link,link,
1999,C0024138102,פרמיות ושכר עידוד,683,,link,link,
1999,C0024138107,תורנויות רופאים,1100,,link,link,
1999,C0024138108,כוננויות רופאים,1906,,link,link,
1999,C0024200301,רזרבה להשלמת עלות סל,120000,,link,link,
1999,C0024200310,סגירת התחשבנות עם קופות,21500,,link,link,
1999,C0026060106,קרן זיהום ים - רכישת,170,,link,link,
1999,C0026060110,קרן זיהום ים - רכישת,600,,link,link,
1999,C0026060111,העברה למשטרה,50,,link,link,
1999,C0026060112,רכישת שרותי מחשוב,36,,link,link,
1999,C0029080602,מחקרים הנדסיים,3967,,link,link,
1999,C0029080604,עידוד תיעוש בבניה,1472,,link,link,
1999,C0029080605,פעולות לשיפור איכות הבנ,491,,link,link,
1999,C0029080606,קבלת קבצים ממס רכוש,148,,link,link,
1999,C0034120301,סקרים ומחקרים בנושא,570,,link,link,
1999,C0036010914,הוצאות הכנת מכרזים,120,,link,link,
1999,C0036010915,מיקור חוץ - ייעוץ,800,,link,link,
1999,C0036020113,רכישת רכב ואחזקתו,115,,link,link,
1999,C0036022101,הפרשה לקרנות מיועדות,4739,,link,link,
1999,C0038130203,"פרויקטים מיוחדים, קורסי",15536,,link,link,
1999,C0038130204,"תמיכה בהכשרת כ""א",21035,,link,link,
1999,C0038130206,פעולות משותפות עם ארגון,8000,,link,link,
1999,C0038130207,פרויקטים מיוחדים עם,2000,,link,link,
1999,C0038130302,מנהלות לאזורי תעשייה,13000,,link,link,
1999,C0038130304,ט.מ. - בית שאן,1200,,link,link,
1999,C0038130305,ט.מ - דימונה,500,,link,link,
1999,C0038130307,ט.מ. - מעלות,1000,,link,link,
1999,C0038130308,ט.מ. - מצפה רמון,2500,,link,link,
1999,C0038130309,ט.מ. - נתיבות,300,,link,link,
1999,C0038130310,ט.מ. - קרית ארבע,3200,,link,link,
1999,C0038130312,ט.מ. - שדרות,2300,,link,link,
1999,C0038130314,ט.מ. - ביתר עלית,1400,,link,link,
1999,C0038130315,ט.מ - חצור,3518,,link,link,
1999,C0038130316,ט.מ. - טובה זנגריה,1490,,link,link,
1999,C0038130317,ט.מ. ירכא,1300,,link,link,
1999,C0038130318,ט.מ. עמנואל,900,,link,link,
1999,C0038130321,ט.מ - מעלה אפרים -,1900,,link,link,
1999,C0038130322,ט.מ - נוה דקלים -,3900,,link,link,
1999,C0038130323,ט.מ. - קצרין - רמת,8800,,link,link,
1999,C0038130325,פעולות לפיתוח תעשיה,9000,,link,link,
1999,C0042090303,סבסוד ריבית,71889,,link,link,
1999,C0042090902,סבסוד ריבית,938,,link,link,
1999,C0042091801,מבצע סיוע מקום - מענקים,323560,,link,link,
1999,C0042091802,מבצע סיוע מקום - סבסוד,18672,,link,link,
1999,C0042091803,סבסוד הוצאות פיתוח,13255,,link,link,
1999,C0042091806,מבצע - סיוע מקום יחודי,4283,,link,link,
1999,C0042091901,סבסוד ריבית,21000,,link,link,
1999,C0043010902,הסדר קרקעות,660,,link,link,
1999,C0043011001,מימון התחייבויות שנעשו,571,,link,link,
1999,C0043011002,רשת בקרה,659,,link,link,
1999,C0052011741,רכישות למשרד,3181,,link,link,
1999,C0054030101,הוצאות הרשות,2400,,link,link,
1999,C0054030102,תקציב פיקוח,17347,,link,link,
1999,C0054030104,תשלום בגין פיצויי,2900,,link,link,
1999,C0054030110,עתודה לפעולות הרשות,7800,,link,link,
1999,C0054030202,מנהלת בית שאן,968,,link,link,
1999,C0054030203,פיתוח מיחשוב,850,,link,link,
1999,C0054030204,הסבת רכבים לדיזל,1850,,link,link,
1999,C0054030206,הכרזת שמורות טבע וגנים,520,,link,link,
1999,C0056010103,שעות נוספות,120,,link,link,
1999,C0056010104,החזר הוצאות רכב,120,,link,link,
1999,C0056010190,רזרבה,2750,,link,link,
1999,C0056010199,רזרבה פנימית,600,,link,link,
1999,C0060070109,רזרבה לפיתוח מכללות,6100,,link,link,
1999,C0070091606,מבצע - סיוע מקום יחודי,4000,,link,link,
1999,C0070670402,רזרבה לדיור לקשיש,6910,,link,link,
1999,C0070670416,החזר הוצאות פיתוח,5625,,link,link,
1999,C0070691103,עתודה למימון הוצאות,1000,,link,link,
1999,C0073190191,רזרבה להתייקרויות,1613,,link,link,
1999,C0073190201,פיתוח מקורות מים,69027,,link,link,
1999,C0094010110,תורנות רופאים,28395,,link,link,
1999,C0094020110,תורנות רופאים,23918,,link,link,
1999,C0094030110,תורנות רופאים,16788,,link,link,
2000,C0000010301,מס הכנסה חברות,36535668,,link,link,
2000,C0000010302,מס הכנסה עצמאים,9050000,,link,link,
2000,C0000010303,מס הכנסה מנהלי חברות,7870000,,link,link,
2000,C0000020301,"מע""מ על פיננסים",1190000,,link,link,
2000,C0000110101,מכס והיטל על היבוא,11210794,,link,link,
2000,C0000130201,מס קניה מוצרי יבוא,9409408,,link,link,
2000,C0000130301,מס קניה מקומי,1522493,,link,link,
2000,C0000140203,"מע""מ ייבוא בטחוני",1894703,,link,link,
2000,C0000150101,מס טבק - בלו,1938558,,link,link,
2000,C0000630101,הכ. ממנהל מקרקעי ישראל,2508886,,link,link,
2000,C0002020101,שכר חברי הכנסת,88092,,link,link,
2000,C0002020102,אחזקת רכב חברי כנסת,11272,,link,link,
2000,C0002020103,כלכלה לחברי הכנסת,702,,link,link,
2000,C0002020201,עוזרים לחברי הכנסת,31449,,link,link,
2000,C0002020202,משלוחי דואר ומברקים,4528,,link,link,
2000,C0002020203,תקציב טלפוניה לחברי,5075,,link,link,
2000,C0002020204,קשר לציבור חברי כנסת,10750,,link,link,
2000,C0002020205,שכירת לשכה פרלמנטרית,6683,,link,link,
2000,C0002020206,לימוד שפות זרות לחברי,169,,link,link,
2000,C0002020208,"פעילות ח""כים",104,,link,link,
2000,C0002030102,מרכז מידע ומחקר,5602,,link,link,
2000,C0002030104,שכירות חדרים לועדות,107,,link,link,
2000,C0002030105,סיורי ועדות ברחבי הארץ,237,,link,link,
2000,C0002030108,אינטרנט ודואר אלקטרוני,1698,,link,link,
2000,C0002030109,פסקי דין בית המשפט,55,,link,link,
2000,C0002030110,שידורים ישירים מהכנסת,8481,,link,link,
2000,C0002030112,לקט עיתונות,61,,link,link,
2000,C0002030113,צילומי ארועים לעיתונות,124,,link,link,
2000,C0002030201,"קרן יו""ר הכנסת",80,,link,link,
2000,C0002030202,ארועים מיוחדים בכנסת,2244,,link,link,
2000,C0002030203,משלחות חברי הכנסת,2212,,link,link,
2000,C0002030204,אירוח משלחות,1264,,link,link,
2000,C0002030205,אגודת ידידות,20,,link,link,
2000,C0002030206,הנצחת זיכרם של חברי,29,,link,link,
2000,C0002030210,"קרן יו""ר הכנסת חברה -",4396,,link,link,
2000,C0002030402,עבודה בלתי צמיתה,10742,,link,link,
2000,C0002030403,שעות נוספות - עובדים,4272,,link,link,
2000,C0002030404,החזר הוצאות רכב עובדים,17377,,link,link,
2000,C0002030405,כוננויות עובדים,206,,link,link,
2000,C0002030406,קניית שרותי כח אדם,4495,,link,link,
2000,C0002030407,הדרכה והשתלמויות,715,,link,link,
2000,C0002030408,"השתלמות עובדים בחו""ל",260,,link,link,
2000,C0002030409,עיתונים לעובדים,479,,link,link,
2000,C0002030411,הכשרה מקצועית עובדים,536,,link,link,
2000,C0002030502,רשומות וירחונים,82,,link,link,
2000,C0002030504,תפעול שוטף,7558,,link,link,
2000,C0002030505,אחזקה שוטפת,25237,,link,link,
2000,C0002030506,רכישת ציוד משקי,3449,,link,link,
2000,C0002030507,דואר טלפונים ומשלוחים,6277,,link,link,
2000,C0002030508,שיפוץ מבנים והתקנות,15361,,link,link,
2000,C0002030510,הוצאות דלק,219,,link,link,
2000,C0002030511,שכירות רכב,14,,link,link,
2000,C0002030512,נסיעות והובלות,470,,link,link,
2000,C0002030515,השתתפות במרכז הסברה,135,,link,link,
2000,C0002030603,שעות נוספות לאירועים,81,,link,link,
2000,C0002030606,הוצאות שמירה וביטחון,2140,,link,link,
2000,C0002030608,מדים לשומרים,771,,link,link,
2000,C0002030701,אחזקה מערכת המחשב,17138,,link,link,
2000,C0002050101,תוספת מבנה,28883,,link,link,
2000,C0002050102,השתתפות בהרחבת הכנסת,17250,,link,link,
2000,C0005011112,שכר דירה,284,,link,link,
2000,C0005031201,הוצאות נציגות,731,,link,link,
2000,C0006080104,"הוצ' חו""ל - רז'",21,,link,link,
2000,C0007101407,השתתפות בפעילות מרכז,783,,link,link,
2000,C0018039905,רז' להתייקרויות -,15,,link,link,
2000,C0020210849,נסיעות לאונסקו,55,,link,link,
2000,C0020210851,פעולות לשתוף בינלאומי,330,,link,link,
2000,C0020220445,פירסומים חינוכיים,3813,,link,link,
2000,C0020241247,סל תרבות,18452,,link,link,
2000,C0020260973,"אחזקת ילדי צד""ל",9498,,link,link,
2000,C0020261911,פנימיות יום,37797,,link,link,
2000,C0020270560,תכנית המיחשוב - הסכמים,4571,,link,link,
2000,C0020270562,תכנית המחשוב - רשויות,15493,,link,link,
2000,C0020280120,שכר עידוד,3751,,link,link,
2000,C0020320261,ציוד ימי,1829,,link,link,
2000,C0023102555,קמחא דפסחא,2873,,link,link,
2000,C0023107248,הסעות במועצות אזוריות,1860,,link,link,
2000,C0024043010,שעות נוספות 1800,562,,link,link,
2000,C0024134302,פרמיות ושכר עידוד,42,,link,link,
2000,C0024164206,שעות נוספות 800,4,,link,link,
2000,C0030050253,שיפוץ מתקן קליטת עולי,4166,,link,link,
2000,C0032020201,טיפול במחלת החירכון,2000,,link,link,
2000,C0032020204,פרוייקט ערבה נקייה +,3697,,link,link,
2000,C0032020205,הדברת חידקונית הדקל,630,,link,link,
2000,C0032020207,מיפוי מטעים,1000,,link,link,
2000,C0032020208,סיוע לענף הפירות -,4000,,link,link,
2000,C0032020401,תמיכה בצאן - בצורת 99,2025,,link,link,
2000,C0032020402,שיקום מטעים,1011,,link,link,
2000,C0032020403,פינוי עודפי ירקות,10700,,link,link,
2000,C0032020404,פינוי עודפי תפוחים,3000,,link,link,
2000,C0033350104,פעולות וקניות,1745,,link,link,
2000,C0033350207,פעולות וקניות,1143,,link,link,
2000,C0036021901,ניהול ותפעול החונכות,284,,link,link,
2000,C0036021902,שיא כח אדם,54,,link,link,
2000,C0037010202,פעולות רווחה,689,,link,link,
2000,C0038090111,התאמת תקנים ישראליים,2199,,link,link,
2000,C0038090112,תוכנה להתאמת תקנים,799,,link,link,
2000,C0039100103,הערכות למכרזים,250,,link,link,
2000,C0043010805,קישור למאגרי מידע,419,,link,link,
2000,C0043010808,מיכון ומחשוב - מימון,1441,,link,link,
2000,C0043010809,בנית מאגר נתונים -,2449,,link,link,
2000,C0070700506,תקציב המשכי בגין 99,45443,,link,link,
2000,C0073220810,מתקן טיפול - איילון,23190,,link,link,
2000,C0076012105,רזרבה להתייקרויות,4456,,link,link,
2000,C0094200326,העברה לויסות פעילויות,645,,link,link,
2000,C0094200339,העברת הכנסות למימון,19962,,link,link,
2000,C0094200345,"העברה למימון בי""ח",8485,,link,link,
2000,C0094200380,העברה  לגריאטריה,40000,,link,link,
2000,C0094710103,השתתפות בטחון,4203,,link,link,
2000,C0094720103,השתתפות בטחון,4718,,link,link,
2000,C0094740102,אחרות,1,,link,link,
2000,C0094770102,אחרות,73,,link,link,
2000,C0094770103,השתתפות בטחון,1497,,link,link,
2000,C0094790103,השתתפות בטחון,764,,link,link,
2000,C0095710101,דמי הרשאה לשמוש במבנים,868,,link,link,
2000,C0095710107,דמי עגינה,148,,link,link,
2000,C0096770102,ריבית על אגח,4996,,link,link,
2000,C0098720102,השכרת דיור כפרי,259,,link,link,
2000,C0098720104,הכנסות מדמי מפתח,11290,,link,link,
2000,C0098720114,יפו - הכנסות מדמי מפתח,135,,link,link,
2000,C0098721111,דמי חכירה שוטפים ממלונא,2090,,link,link,
2000,C0098722101,תמלוגים ממחצבות,8609,,link,link,
2000,C0098722104,השתתפות משרד הפנים,98,,link,link,
2000,C0098722149,הכנסות מחוברות מכרזים,1565,,link,link,
2000,C0098730207,דמי הסכמה-בניה רוויה,2505,,link,link,
2000,C0098731302,דמי חכירה מהוונים -,560076,,link,link,
